landcover,timestep,depth,tea type,code,code_all,code_all1,ml_mean,wrem_mean,d15N,∂15N_change,d13C,∂13C_change,%N,%N_change,%Corg,%C_change,CN_ratio,C:N_change,ABS,abs std. dev,%T,%trans std. dev,%trans_rel,ar_mean,Wt_mean,S_mean,k_mean,asy_mean,ml_g_mean,ml_r_mean,site_pH,site_ORP,site_%DO,site_µS/cm,site_MΩ*cm,site_WC%,site_BD,site_soilTavg,site_WTDavg,site_stdev,precip,acid_rel,arom_rel,carbo_rel,aliph_rel,acid,arom,carbo,aliph,carboArom,carboAliph,carboAcid
F0Km,3D,50,g,g50,tbi_g,tbi_g50,71.91748627,28.08251373,3,-0.69994121,-27.4,1.360136,4.570469799,-1.050319799,49.83221477,-0.93956477,10.9030837,2.9864248,1.1492,0.008526429,7.06,0.134164079,16.74,0.534464469,0.488394432,0.031767267,0.035021385,0.465535531,71.91748627,45.45011428,3.34,444,81.4,94,0.0106,92.47002471,0.070292857,25.98373206,-0.668,2.96E-14,139.9333333,0.0106,0.0095,-0.1171,-0.0333,0.0496,0.081,0.1075,0.126,1.327160494,0.2335,2.16733871
F0Km,3D,50,r,r50,tbi_r,tbi_r50,45.45011428,54.54988572,1.4,-0.2671656,-26.1,1.248345,1.634482759,-2.663457759,48.31724138,2.68393362,29.56118143,20.25897807,0.8692,0.008526429,13.52,0.268328157,9.22,0.534464469,0.488394432,0.031767267,0.035021385,0.465535531,71.91748627,45.45011428,3.34,444,81.4,94,0.0106,92.47002471,0.070292857,25.98373206,-0.668,2.96E-14,139.9333333,0.0044,0.0235,-0.0493,0.0207,0.0536,0.0752,0.1618,0.1494,2.151595745,0.3112,3.018656716
F0Km,3W,50,g,g50,tbi_g,tbi_g50,67.01021405,32.98978595,2.7,-0.39994121,-27.3,1.260136,4.675862069,-1.155712069,45.24827586,3.64437414,9.67699115,4.21251735,0.7462,0.006300794,17.92,0.268328157,5.88,0.496020522,0.611423584,0.101412098,0.016996073,0.503979499,67.01021405,34.65864616,3.32,437,88.4,115,0.0087,92.47002471,0.070292857,25.92832722,-0.00320937,0.130795084,345.8,0.0266,0.0286,-0.0711,0.0241,0.0656,0.1001,0.1535,0.1834,1.533466533,0.3369,2.339939024
F0Km,3W,50,r,r50,tbi_r,tbi_r50,34.65864616,65.34135384,1.3,-0.1671656,-26.5,1.648345,1.6,-2.628975,47.21333333,3.78784167,29.50833333,20.31182617,0.6294,0.004722288,23.46,0.250998008,-0.72,0.496020522,0.611423584,0.101412098,0.016996073,0.503979499,67.01021405,34.65864616,3.32,437,88.4,115,0.0087,92.47002471,0.070292857,25.92832722,-0.00320937,0.130795084,345.8,0.0056,0.034,-0.0359,0.0246,0.0548,0.0857,0.1752,0.1533,2.044340723,0.3285,3.197080292
F0Km,6,50,g,g50,tbi_g,tbi_g50,61.26383105,38.73616895,3.4,-1.09994121,-27.2,1.160136,5.448275862,-1.928125862,49.36551724,-0.47286724,9.060759494,4.828749006,1.1588,0.008288546,6.96,0.134164079,16.84,0.453673455,0.502895753,0.1781278,0.013034494,0.546327536,61.26383105,44.22493596,3.32,437,88.4,115,0.0087,92.47002471,0.070292857,25.96133637,-0.495026634,0.29924321,242.8666667,0.0146,0.0342,-0.1085,-0.0098,0.0536,0.1057,0.1161,0.1495,1.098391675,0.2656,2.166044776
F0Km,6,50,r,r50,tbi_r,tbi_r50,44.22493596,55.77506404,-0.3,1.4328344,-26.4,1.548345,1.367741935,-2.396716935,46.65806452,4.34311048,34.11320756,15.70695194,0.7556,0.005458938,17.54,0.207364414,5.2,0.453673455,0.502895753,0.1781278,0.013034494,0.546327536,61.26383105,44.22493596,3.32,437,88.4,115,0.0087,92.47002471,0.070292857,25.96133637,-0.495026634,0.29924321,242.8666667,0.0058,0.03,-0.0388,0.0247,0.055,0.0817,0.1723,0.1534,2.108935129,0.3257,3.132727273
H0S0,12,8,g,g8,tbi_g,tbi_g8,60.51981209,39.48018791,5.238139727,-2.938080937,-27.37784533,1.33798133,3.972,-0.45185,53.2117,-4.31905,13.39670191,0.49280659,1.3798,0.00779102,4.16,0.089442719,19.64,0.45191321,0.306271269,0.181316649,0.001713192,0.629561947,60.51981209,61.87798048,3.29,457.55,82.85,168.5,0.00595,77.18540616,0.20018,27.9,-0.316169384,0.177270741,203.4833333,0.0052,-0.0167,-0.1323,-0.0536,0.0442,0.0548,0.0923,0.1057,1.684306569,0.198,2.088235294
H0S0,12,8,r,r8,tbi_r,tbi_r8,61.87798048,38.12201952,1.463163114,-0.330328714,-25.83059901,0.97894401,1.9956,-3.024575,52.1985,-1.197325,26.15679495,23.66336455,1.2302,0.013682105,5.9,0.187082869,16.84,0.45191321,0.306271269,0.181316649,0.001713192,0.629561947,60.51981209,61.87798048,3.29,457.55,82.85,168.5,0.00595,77.18540616,0.20018,27.9,-0.316169384,0.177270741,203.4833333,0.0129,0.0118,-0.0302,0.0016,0.0621,0.0635,0.1809,0.1303,2.848818898,0.3112,2.913043478
H0S0,3D,8,g,g8,tbi_g,tbi_g8,55.63614454,44.36385546,4.7,-2.39994121,-27.1,1.060136,5.04,-1.51985,53.48,-4.58735,10.61111111,3.27839739,1.511,0.078240015,3.14,0.602494813,20.66,0.413299411,0.548394255,0.251269183,0.026428412,0.586700589,55.63614454,40.31591728,3.05,456.8,77.7,193,0.0052,77.18540616,0.20018,28.58,-0.511947683,0.13642792,139.9333333,0.0148,0.0279,-0.0869,-0.0046,0.0538,0.0994,0.1377,0.1547,1.385311871,0.2924,2.559479554
H0S0,3D,8,r,r8,tbi_r,tbi_r8,40.31591728,59.68408272,1.8,-0.6671656,-26,1.148345,1.477987421,-2.506962421,49.74842767,1.25274733,33.65957447,16.16058503,0.779333333,0.00057735,16.6,0,6.14,0.413299411,0.548394255,0.251269183,0.026428412,0.586700589,55.63614454,40.31591728,3.05,456.8,77.7,193,0.0052,77.18540616,0.20018,28.58,-0.511947683,0.13642792,139.9333333,0.004,0.0109,-0.0642,-0.002,0.0532,0.0626,0.1469,0.1267,2.346645367,0.2736,2.761278195
H0S0,3W,8,g,g8,tbi_g,tbi_g8,62.07724966,37.92275034,3.1,-0.79994121,-27,0.960136,5.207407407,-1.687257407,45.75555556,3.13709444,8.786628736,5.102879764,1.161,0.009539392,6.9,0.173205081,16.9,0.461765534,0.553335474,0.163468235,0.038003286,0.538234466,62.07724966,39.7440693,3.263333333,471.6333333,83.1,192.3333333,0.0055,78.01607939,0.244916944,27.5,-0.245796966,0.075685421,345.8,0.0058,0.022,-0.1175,-0.0265,0.0448,0.0935,0.1071,0.1328,1.145454545,0.2399,2.390625
H0S0,3W,8,r,r8,tbi_r,tbi_r8,39.7440693,60.2559307,1.6,-0.4671656,-26,1.148345,1.402597403,-2.431572403,44.22727273,6.77390227,31.5324074,18.2877521,0.729,0.004760952,18.65,0.238047614,4.09,0.461765534,0.553335474,0.163468235,0.038003286,0.538234466,62.07724966,39.7440693,3.263333333,471.6333333,83.1,192.3333333,0.0055,78.01607939,0.244916944,27.5,-0.245796966,0.075685421,345.8,-0.0096,-0.0061,-0.1205,-0.0343,0.0396,0.0456,0.0906,0.0944,1.986842105,0.185,2.287878788
H0S0,12,50,g,g50,tbi_g,tbi_g50,59.13085835,40.86914165,3.224818867,-0.924760077,-27.07643371,1.03656971,4.3642,-0.84405,51.6738,-2.78115,11.84038312,2.04912538,1.33,0.01029563,4.68,0.130384048,19.12,0.439279866,0.588924196,0.204203141,0.007522386,0.560957714,59.13085835,36.58875981,3.4,452,80.7,104,0.00965,87.83675029,0.133226667,28.85,-0.316169384,0.177270741,203.4833333,0.0183,0.0229,-0.0982,-0.0116,0.0573,0.0944,0.1264,0.1477,1.338983051,0.2741,2.205933682
H0S0,12,50,r,r50,tbi_r,tbi_r50,36.58875981,63.41124019,1.171231589,-0.038397189,-25.9411166,1.0894616,1.3728,-2.401775,57.3647,-6.363525,41.78664044,8.03351906,1.0816,0.011653326,8.3,0.234520788,14.44,0.439279866,0.588924196,0.204203141,0.007522386,0.560957714,59.13085835,36.58875981,3.4,452,80.7,104,0.00965,87.83675029,0.133226667,28.85,-0.316169384,0.177270741,203.4833333,-0.0021,0.0057,-0.0976,-0.0134,0.0471,0.0574,0.1135,0.1153,1.977351916,0.2288,2.409766454
H0S0,3D,50,g,g50,tbi_g,tbi_g50,47.95867142,52.04132858,3.2,-0.89994121,-27.3,1.260136,4.460526316,-0.940376316,49.18421053,-0.29156053,11.02654867,2.86295983,1.8058,0.077612499,1.58,0.303315018,22.22,0.353054101,0.699395627,0.360409237,0.021186291,0.646945899,47.95867142,26.8571058,3.43,434.4,90.8,119,0.0084,87.83675029,0.133226667,28.97,-0.511947683,0.13642792,139.9333333,0.007,-0.0011,-0.1281,-0.0405,0.046,0.0704,0.0965,0.1188,1.370738636,0.2153,2.097826087
H0S0,3D,50,r,r50,tbi_r,tbi_r50,26.8571058,73.1428942,1.2,-0.0671656,-26,1.148345,1.19205298,-2.22102798,46.42384106,4.57733394,38.94444445,10.87571505,0.817666667,0.006658328,15.23333333,0.2081666,7.50666667,0.353054101,0.699395627,0.360409237,0.021186291,0.646945899,47.95867142,26.8571058,3.43,434.4,90.8,119,0.0084,87.83675029,0.133226667,28.97,-0.511947683,0.13642792,139.9333333,0.0074,0.0142,-0.04,0.0058,0.0566,0.0659,0.1711,0.1345,2.596358118,0.3056,3.022968198
H0S0,3W,50,g,g50,tbi_g,tbi_g50,71.37260143,28.62739857,3.1,-0.79994121,-27.9,1.860136,3.476821192,0.043328808,47.93377483,0.95887517,13.78666667,0.10284183,0.782333333,0.012423097,16.53333333,0.493288286,7.26666667,0.530614512,0.602411226,0.038741827,0.015372146,0.4693856,71.37260143,35.37317564,3.46,451.5666667,87.73333333,91.66666667,0.010933333,90.95456381,0.085973064,28.1,-0.245796966,0.075685421,345.8,0.0209,3.00E-04,-0.0927,4.00E-04,0.0599,0.0718,0.1319,0.1597,1.837047354,0.2916,2.202003339
H0S0,3W,50,r,r50,tbi_r,tbi_r50,35.37317564,64.62682436,1.1,0.0328344,-26.4,1.548345,1.070921986,-2.099896986,55.31914894,-4.31797394,51.65562913,-1.83546963,0.599333333,0.016258331,25.13333333,0.960902354,-2.39333333,0.530614512,0.602411226,0.038741827,0.015372146,0.4693856,71.37260143,35.37317564,3.46,451.5666667,87.73333333,91.66666667,0.010933333,90.95456381,0.085973064,28.1,-0.245796966,0.075685421,345.8,0.0174,0.033,-0.0124,0.0446,0.0666,0.0847,0.1987,0.1733,2.3459268,0.372,2.983483483
H0S0,6,50,g,g50,tbi_g,tbi_g50,63.34598657,36.65401343,3.3,-0.99994121,-27.4,1.360136,4.173333333,-0.653183333,49.1,-0.20735,11.76517572,2.12433278,2.0898,0.035052817,0.82,0.04472136,22.98,0.472515937,0.617810191,0.143992868,0.009192471,0.527532167,63.34598657,34.0904883,3.46,451.5666667,87.73333333,91.66666667,0.010933333,90.95456381,0.085973064,28.1,-0.379591651,0.172959653,242.8666667,0.0154,0.0174,-0.1042,-0.0079,0.0544,0.0889,0.1204,0.1514,1.354330709,0.2718,2.213235294
H0S0,6,50,r,r50,tbi_r,tbi_r50,34.0904883,65.9095117,1.8,-0.6671656,-26.1,1.248345,1.660493827,-2.689468827,51.77777778,-0.77660278,31.18215614,18.63800336,1.2386,0.027844209,5.78,0.376828874,16.96,0.472515937,0.617810191,0.143992868,0.009192471,0.527532167,63.34598657,34.0904883,3.46,451.5666667,87.73333333,91.66666667,0.010933333,90.95456381,0.085973064,28.1,-0.379591651,0.172959653,242.8666667,-0.0198,-0.0141,-0.1558,-0.0569,0.0294,0.0376,0.0553,0.0718,1.470744681,0.1271,1.880952381
H0S2,12,8,g,g8,tbi_g,tbi_g8,65.28945586,34.71054414,3.506683787,-1.206624997,-26.96591611,0.92605211,4.1633,-0.64315,48.5463,0.34635,11.66053371,2.22897479,2.2088,0.023626257,0.62,0.04472136,23.18,0.482182148,0.167188328,0.126481616,0.000872854,0.719253093,65.28945586,74.37621971,3.73,462.05,89.15,141.5,0.0072,76.1314745,0.217803215,26.41140572,-0.366169384,0.127270741,203.4833333,0.0085,0.0133,-0.1241,-0.0324,0.0475,0.0848,0.1005,0.1269,1.185141509,0.2274,2.115789474
H0S2,12,8,r,r8,tbi_r,tbi_r8,74.37621971,25.62378029,2.187958624,-1.055124224,-25.79041079,0.93875579,1.944,-2.972975,51.4499,-0.448725,26.46599794,23.35416156,1.7608,0.033274615,1.72,0.109544512,21.02,0.482182148,0.167188328,0.126481616,0.000872854,0.719253093,65.28945586,74.37621971,3.73,462.05,89.15,141.5,0.0072,76.1314745,0.217803215,26.41140572,-0.366169384,0.127270741,203.4833333,-0.0061,-8.00E-04,-0.103,-0.0305,0.0431,0.0509,0.1081,0.0982,2.123772102,0.2063,2.50812065
H0S2,3D,8,g,g8,tbi_g,tbi_g8,39.25770286,60.74229714,3.244952075,-0.944893285,-26.72478682,0.68492282,4.6288,-1.10865,51.7655,-2.87285,11.18335206,2.70615644,1.7736,0.041668933,1.72,0.164316767,22.08,0.28862585,0.424029679,0.477127083,4.94E-05,0.98608833,39.25770286,51.50035872,3.9,397.6,92.4,145,0.0069,71.37248154,0.174295238,26.43787425,-0.561947683,0.08642792,139.9333333,0.0031,0.0097,0.1281,0.0509,0.0359,0.0618,0.0965,0.1084,1.561488673,0.2049,2.688022284
H0S2,3D,8,r,r8,tbi_r,tbi_r8,51.50035872,48.49964128,0.879300064,0.253534336,-25.83059901,0.97894401,1.2495,-2.278475,49.028,1.973175,39.23809524,10.58206426,0.68825,0.009639329,20.525,0.457347425,2.215,0.28862585,0.424029679,0.477127083,4.94E-05,0.98608833,39.25770286,51.50035872,3.9,397.6,92.4,145,0.0069,71.37248154,0.174295238,26.43787425,-0.561947683,0.08642792,139.9333333,-0.0197,-0.0169,-0.1602,-0.0592,0.0295,0.0348,0.0509,0.0695,1.462643678,0.1204,1.725423729
H0S2,3W,8,g,g8,tbi_g,tbi_g8,66.03837798,33.96162202,3.32548491,-1.02542612,-26.58412806,0.54426406,6.2178,-2.69765,54.9617,-6.06905,8.839412654,5.050095846,1.0632,0.035660903,8.66,0.763544367,15.14,0.489814558,0.502334312,0.112654786,0.045926327,0.510185442,66.03837798,44.42413573,4.06,434.55,90.4,178.5,0.0057,78.01607939,0.244916944,26.01231917,-0.295796966,0.025685421,345.8,-0.0049,0.0011,-0.1508,-0.0623,0.0341,0.0726,0.0738,0.097,1.016528926,0.1708,2.164222874
H0S2,3W,8,r,r8,tbi_r,tbi_r8,44.42413573,55.57586427,1.513496135,-0.380661735,-25.9411166,1.0894616,1.6496,-2.678575,55.3989,-4.397725,33.5832323,16.2369272,0.7716,0.01422322,16.92,0.584807661,5.82,0.489814558,0.502334312,0.112654786,0.045926327,0.510185442,66.03837798,44.42413573,4.06,434.55,90.4,178.5,0.0057,78.01607939,0.244916944,26.01231917,-0.295796966,0.025685421,345.8,-0.021,-0.0193,-0.1557,-0.0649,0.0282,0.0324,0.0554,0.0638,1.709876543,0.1192,1.964539007
H0S2,12,50,g,g50,tbi_g,tbi_g50,59.49639309,40.50360691,3.838881729,-1.538822939,-26.99605728,0.95619328,4.4295,-0.90935,52.7637,-3.87105,11.91188622,1.97762228,2.2474,0.027915945,0.58,0.04472136,23.22,0.439784559,0.403065425,0.203288843,0.002819408,0.586444737,59.49639309,53.20287234,3.26,491.2,81.9,86,0.0197,87.23736785,0.145270357,27.8145693,-0.366169384,0.127270741,203.4833333,0.0094,0.0012,-0.1289,-0.0391,0.0484,0.0727,0.0957,0.1202,1.316368638,0.2159,1.977272727
H0S2,12,50,r,r50,tbi_r,tbi_r50,53.20287234,46.79712766,1.221564611,-0.088730211,-26.21238706,1.36073206,1.6604,-2.689375,55.1982,-4.197025,33.24391713,16.57624237,1.1832,0.348942259,9.18,0.752994024,13.56,0.439784559,0.403065425,0.203288843,0.002819408,0.586444737,59.49639309,53.20287234,3.26,491.2,81.9,86,0.0197,87.23736785,0.145270357,27.8145693,-0.366169384,0.127270741,203.4833333,-0.0211,-0.017,-0.1558,-0.0643,0.0281,0.0347,0.0553,0.0644,1.593659942,0.1197,1.96797153
H0S2,3D,50,g,g50,tbi_g,tbi_g50,51.48743001,48.51256999,3.224818867,-0.924760077,-26.8152103,0.7753463,5.2424,-1.72225,57.3283,-8.43565,10.93550664,2.95400186,1.692,0.032503846,2.02,0.178885438,21.78,0.381462218,0.762108873,0.308945257,0.010857572,0.618545128,51.48743001,21.0109219,3.45,439.2,85.1,84,0.0119,89.20376687,0.1058,28.14835165,-0.561947683,0.08642792,139.9333333,0.0067,0.0092,-0.1258,-0.036,0.0457,0.0807,0.0988,0.1233,1.224287485,0.2221,2.161925602
H0S2,3D,50,r,r50,tbi_r,tbi_r50,21.0109219,78.9890781,1.241697819,-0.108863419,-26.08177536,1.23012036,1.7701,-2.799075,56.9271,-5.925925,32.16038642,17.65977308,0.979,0.014159802,10.5,0.367423461,12.24,0.381462218,0.762108873,0.308945257,0.010857572,0.618545128,51.48743001,21.0109219,3.45,439.2,85.1,84,0.0119,89.20376687,0.1058,28.14835165,-0.561947683,0.08642792,139.9333333,0.0211,0.0361,-0.0283,0.0498,0.0703,0.0878,0.1828,0.1785,2.082004556,0.3613,2.600284495
H0S2,3W,50,g,g50,tbi_g,tbi_g50,72.68671622,27.31328378,2.74162186,-0.44156307,-27.94048036,1.90061636,3.346,0.17415,57.6714,-8.77875,17.23592349,-3.34641499,0.9948,0.011144505,10.12,0.268328157,13.68,0.538278465,0.596348408,0.024857854,0.015398544,0.461721646,72.68671622,36.00942051,3.77,457.8,92.2,83.5,0.01215,90.95456381,0.085973064,27.72022192,-0.295796966,0.025685421,345.8,0.0112,-0.0133,-0.1186,-0.0305,0.0502,0.0582,0.106,0.1288,1.821305842,0.2348,2.111553785
H0S2,3W,50,r,r50,tbi_r,tbi_r50,36.00942051,63.99057949,1.130965172,0.001869228,-26.12196357,1.27030857,0.9476,-1.976575,50.792,0.209175,53.60067539,-3.78051589,0.561,0.004123106,27.48,0.248997992,-4.74,0.538278465,0.596348408,0.024857854,0.015398544,0.461721646,72.68671622,36.00942051,3.77,457.8,92.2,83.5,0.01215,90.95456381,0.085973064,27.72022192,-0.295796966,0.025685421,345.8,-0.0026,-0.0051,-0.1149,-0.0257,0.0466,0.0466,0.0962,0.103,2.064377682,0.1992,2.064377682
H2S0,12,8,g,g8,tbi_g,tbi_g8,68.28068009,31.71931991,2.973153759,-0.673094969,-27.19699836,1.15713436,3.5485,-0.02835,47.803,1.08965,13.47132591,0.41818259,1.4346,0.006503845,3.7,0.070710678,20.1,0.50498259,0.486957463,0.085176468,0.011335937,0.495023438,68.28068009,45.86050101,3.56,443.6,67.9,102.5,0.00975,85.97435797,0.175149286,28.40116279,-0.00241371,0.17143957,203.4833333,0.0095,-0.0047,-0.127,-0.0437,0.0485,0.0668,0.0976,0.1156,1.461077844,0.2132,2.012371134
H2S0,12,8,r,r8,tbi_r,tbi_r8,45.86050101,54.13949899,1.030299129,0.102535271,-25.88083428,1.02917928,1.0552,-2.084175,50.788,0.213175,48.13115997,1.68899953,0.6394,0.000547723,22.96,0.054772256,-0.22,0.50498259,0.486957463,0.085176468,0.011335937,0.495023438,68.28068009,45.86050101,3.56,443.6,67.9,102.5,0.00975,85.97435797,0.175149286,28.40116279,-0.00241371,0.17143957,203.4833333,0,0.0116,-0.0782,-0.0051,0.0492,0.0633,0.1329,0.1236,2.099526066,0.2565,2.701219512
H2S0,3D,8,g,g8,tbi_g,tbi_g8,64.16951231,35.83048769,3.315418306,-1.015359516,-26.71473976,0.67487576,5.4238,-1.90365,52.9538,-4.06115,9.763228733,4.126279767,1.0038,0.014042792,9.92,0.327108545,13.88,0.478261883,0.592249014,0.133583546,0.021271013,0.521738117,64.16951231,36.3786154,3.38,439.4,84.4,166,0.006,81.86682887,0.224295238,28.11072493,-0.222416869,0.22010201,139.9333333,0.0108,0.0256,-0.109,-0.0268,0.0498,0.0971,0.1156,0.1325,1.190525232,0.2481,2.321285141
H2S0,3D,8,r,r8,tbi_r,tbi_r8,36.3786154,63.6213846,1.765161243,-0.632326843,-25.86074017,1.00908517,1.2478,-2.276775,57.3557,-6.354525,45.96545921,3.85470029,0.572,0.009565563,26.78,0.63007936,-4.04,0.478261883,0.592249014,0.133583546,0.021271013,0.521738117,64.16951231,36.3786154,3.38,439.4,84.4,166,0.006,81.86682887,0.224295238,28.11072493,-0.222416869,0.22010201,139.9333333,-0.019,-0.0188,-0.1645,-0.064,0.0302,0.0329,0.0466,0.0647,1.416413374,0.1113,1.543046358
H2S0,3W,8,g,g8,tbi_g,tbi_g8,73.26991307,26.73008693,3.2,-0.89994121,-27.2,1.160136,5.535714286,-2.015564286,51.75714286,-2.86449286,9.349677419,4.539831081,0.90825,0.009429563,12.325,0.287228132,11.475,0.544508349,0.575373604,0.013571831,0.016815286,0.455491678,73.26991307,37.88203592,3.4,504.85,90.35,120,0.00845,85,0.14612982,28.56680254,0.022159019,0.072310396,345.8,0.0322,0.0501,-0.0641,0.06,0.0712,0.1216,0.1605,0.2193,1.319901316,0.3798,2.254213483
H2S0,3W,8,r,r8,tbi_r,tbi_r8,37.88203592,62.11796408,1.2,-0.0671656,-26.4,1.548345,0.947712418,-1.976687418,46.35294118,4.64823382,48.91034485,0.90981465,0.609,0.028059461,24.65,1.580084386,-1.91,0.544508349,0.575373604,0.013571831,0.016815286,0.455491678,73.26991307,37.88203592,3.4,504.85,90.35,120,0.00845,85,0.14612982,28.56680254,0.022159019,0.022159019,345.8,0.0022,0.0395,-0.0506,0.0314,0.0514,0.0912,0.1605,0.1601,1.759868421,0.3206,3.122568093
H2S0,6,8,g,g8,tbi_g,tbi_g8,77.52134897,22.47865103,3.3,-0.99994121,-27.3,1.260136,4.767605634,-1.247455634,49.47183099,-0.57918099,10.37666174,3.51284676,1.3522,0.026138095,4.44,0.270185122,19.36,0.509981932,0.554212791,0.076119688,0.011513635,0.490023164,68.68375235,39.76145324,3.4,504.85,90.35,120,0.00845,85,0.14612982,28.34924207,-0.100845348,0.204730586,242.8666667,0.0182,0.0358,-0.0943,0.0027,0.0572,0.1073,0.1303,0.162,1.214352283,0.2923,2.277972028
H2S0,6,8,r,r8,tbi_r,tbi_r8,51.00205492,48.99794508,1,0.1328344,-26.1,1.248345,1.226993865,-2.255968865,41.82822086,9.17295414,34.09,15.7301595,0.5015,0.007767453,31.525,0.531507291,-8.785,0.509981932,0.554212791,0.076119688,0.011513635,0.490023164,68.68375235,39.76145324,3.4,504.85,90.35,120,0.00845,85,0.14612982,28.34924207,-0.100845348,0.204730586,242.8666667,0.002,0.037,-0.0375,0.0303,0.0512,0.0887,0.1736,0.159,1.957158963,0.3326,3.390625
H2S0,12,50,g,g50,tbi_g,tbi_g50,78.90098608,21.09901392,2.449690336,-0.149631546,-27.58883346,1.54896946,2.36,1.16015,52.8215,-3.92885,22.38199153,-8.49248303,0.8722,0.002588436,13.42,0.109544512,10.38,0.585007857,0.5109587,-0.059796842,0.004952399,0.419126064,78.90098608,43.71052209,3.56,443.15,79.45,87,0.01155,90.84729114,0.1070575,28.14552396,-0.00241371,0.17143957,203.4833333,-0.0388,-0.0043,0.0575,-0.0292,0.0778,0.0758,0.1671,0.1885,2.204485488,0.3556,2.14781491
H2S0,12,50,r,r50,tbi_r,tbi_r50,43.71052209,56.28947791,0.285370411,0.847463989,-26.01144598,1.15979098,0.6631,-1.692075,49.6498,1.351375,74.87528276,-25.05512326,0.524,0.008336666,29.92,0.589067059,-7.18,0.585007857,0.5109587,-0.059796842,0.004952399,0.419126064,78.90098608,43.71052209,3.56,443.15,79.45,87,0.01155,90.84729114,0.1070575,28.14552396,-0.00241371,0.17143957,203.4833333,0.0107,0.007,-0.0765,0.0072,0.0599,0.0587,0.1346,0.1359,2.293015332,0.2705,2.247078464
